match_url,blue_goals,orange_goals,blue_wins,orange_wins,best_of,did_blue_win,head2head
1230103,4,3,1,1,7,False,0.15384615384615385
1230103,7,5,2,1,7,False,0.15384615384615385
1230103,10,9,2,2,7,False,0.15384615384615385
1230103,11,12,2,3,7,False,0.15384615384615385
1230103,12,14,2,4,7,False,0.15384615384615385
1230102,2,1,1,0,7,True,0.0
1230102,6,3,2,0,7,True,0.0
1230102,10,3,3,0,7,True,0.0
1230101,1,3,0,1,7,False,-0.2727272727272727
1230101,2,6,0,2,7,False,-0.2727272727272727
1230101,4,6,1,2,7,False,-0.2727272727272727
1230101,5,8,1,3,7,False,-0.2727272727272727
2940107,0,1,0,1,7,True,0.0
2940107,3,3,1,1,7,True,0.0
2940107,5,4,2,1,7,True,0.0
2940107,8,6,3,1,7,True,0.0
2940106,1,2,0,1,7,False,0.0
2940106,3,5,0,2,7,False,0.0
2940106,7,6,1,2,7,False,0.0
2940106,9,9,1,3,7,False,0.0
2940106,13,11,2,3,7,False,0.0
2940106,15,14,2,4,7,False,0.0
2940105,0,3,0,1,7,False,0.0
2940105,1,6,0,2,7,False,0.0
2940105,2,8,0,3,7,False,0.0
2940105,4,9,1,3,7,False,0.0
2940103,2,3,0,1,5,True,0.0
2940103,5,4,1,1,5,True,0.0
2940103,7,5,2,1,5,True,0.0
2940103,9,6,3,1,5,True,0.0
2940101,1,0,1,0,5,False,1.0
2940101,1,3,1,1,5,False,1.0
2940101,2,5,1,2,5,False,1.0
2940101,5,5,2,2,5,False,1.0
2500115,4,1,1,0,5,True,0.36363636363636365
2500115,10,2,2,0,5,True,0.36363636363636365
2500115,13,4,3,0,5,True,0.36363636363636365
2500115,14,4,4,0,5,True,0.36363636363636365
2960114,6,4,1,0,5,True,0.6
2960114,7,7,1,1,5,True,0.6
2960114,11,8,2,1,5,True,0.6
2960114,14,10,3,1,5,True,0.6
2960113,3,1,1,0,3,True,0.0
2960113,3,7,1,1,3,True,0.0
2960107,2,5,0,1,5,True,0.6
2960107,7,5,1,1,5,True,0.6
2960107,9,6,2,1,5,True,0.6
2960107,11,10,2,2,5,True,0.6
2950107,0,3,0,1,7,False,0.0
2950107,1,7,0,2,7,False,0.0
2950107,6,9,1,2,7,False,0.0
2950107,8,15,1,3,7,False,0.0
2960106,2,0,1,0,5,True,-0.07692307692307693
2960106,5,7,1,1,5,True,-0.07692307692307693
2960106,6,7,2,1,5,True,-0.07692307692307693
2960106,9,7,3,1,5,True,-0.07692307692307693
2950106,2,1,1,0,7,True,-0.14285714285714285
2950106,2,3,1,1,7,True,-0.14285714285714285
2950106,6,3,2,1,7,True,-0.14285714285714285
2950106,6,4,2,2,7,True,-0.14285714285714285
2950106,8,7,2,3,7,True,-0.14285714285714285
2950106,11,8,3,3,7,True,-0.14285714285714285
2950105,3,2,1,0,7,True,0.0
2950105,3,3,1,1,7,True,0.0
2950105,7,5,2,1,7,True,0.0
2950105,8,11,2,2,7,True,0.0
2950105,14,13,3,2,7,True,0.0
2950105,17,13,4,2,7,True,0.0
2960104,5,4,1,0,5,True,0.0
2960104,9,7,2,0,5,True,0.0
2950103,4,2,1,0,5,True,0.0
2950103,4,5,1,1,5,True,0.0
2950103,7,7,2,1,5,True,0.0
2950103,10,8,3,1,5,True,0.0
2950101,1,0,1,0,5,False,0.0
2950101,2,2,1,1,5,False,0.0
2950101,5,4,2,1,5,False,0.0
2950101,8,8,2,2,5,False,0.0
2660202,4,0,1,0,7,True,0.2727272727272727
2660202,6,3,1,1,7,True,0.2727272727272727
2660202,9,3,2,1,7,True,0.2727272727272727
2660202,13,6,3,1,7,True,0.2727272727272727
2660202,15,9,3,2,7,True,0.2727272727272727
2660202,19,10,4,2,7,True,0.2727272727272727
2660201,0,1,0,1,7,True,0.2
2660201,3,2,1,1,7,True,0.2
2660201,7,5,2,1,7,True,0.2
2660201,8,8,2,2,7,True,0.2
2660201,9,8,3,2,7,True,0.2
2660201,10,8,4,2,7,True,0.2
2490115,4,0,1,0,5,False,0.0
2490115,5,2,1,1,5,False,0.0
2490115,6,4,1,2,5,False,0.0
2490115,7,6,1,3,5,False,0.0
2490114,3,0,1,0,5,True,0.0
2490114,3,6,1,1,5,True,0.0
2490114,6,8,2,1,5,True,0.0
2490114,8,9,3,1,5,True,0.0
2490113,4,1,1,0,5,False,0.0
2490113,5,3,1,1,5,False,0.0
2490113,10,7,2,1,5,False,0.0
2490113,13,11,2,2,5,False,0.0
1780118,2,1,1,0,7,True,-1.0
1780118,4,2,2,0,7,True,-1.0
1780118,7,2,3,0,7,True,-1.0
1780117,2,1,1,0,7,True,0.14285714285714285
1780117,3,1,2,0,7,True,0.14285714285714285
1780117,6,1,3,0,7,True,0.14285714285714285
1780116,2,1,1,0,5,True,0.0
1780116,4,2,2,0,5,True,0.0
1780114,2,0,1,0,5,True,0.0
1780114,3,2,1,1,5,True,0.0
1780114,5,3,2,1,5,True,0.0
1780114,8,5,3,1,5,True,0.0
1780113,3,0,1,0,5,True,-0.047619047619047616
1780113,8,0,2,0,5,True,-0.047619047619047616
1780113,9,2,2,1,5,True,-0.047619047619047616
1780113,10,4,2,2,5,True,-0.047619047619047616
1780112,2,1,1,0,5,False,0.0
1780112,2,5,1,1,5,False,0.0
1780112,3,8,1,2,5,False,0.0
1780112,7,14,1,3,5,False,0.0
1780111,2,3,0,1,5,False,0.0
1780111,2,8,0,2,5,False,0.0
1780110,3,4,0,1,5,False,0.0
1780110,4,6,0,2,5,False,0.0
1780109,0,3,0,1,5,False,-0.3333333333333333
1780109,2,4,1,1,5,False,-0.3333333333333333
1780109,4,8,1,2,5,False,-0.3333333333333333
1780109,5,10,1,3,5,False,-0.3333333333333333
1780108,1,3,0,1,5,False,0.0
1780108,2,3,1,1,5,False,0.0
1780108,5,7,1,2,5,False,0.0
1780108,7,10,1,3,5,False,0.0
1780107,2,1,1,0,5,True,0.058823529411764705
1780107,6,4,2,0,5,True,0.058823529411764705
1780107,7,6,2,1,5,True,0.058823529411764705
1780107,8,6,3,1,5,True,0.058823529411764705
1780106,3,4,0,1,5,True,1.0
1780106,9,5,1,1,5,True,1.0
1780106,11,6,2,1,5,True,1.0
1780106,13,7,3,1,5,True,1.0
1780105,1,3,0,1,5,False,0.0
1780105,6,4,1,1,5,False,0.0
1780105,7,6,1,2,5,False,0.0
1780105,9,9,1,3,5,False,0.0
1780104,1,2,0,1,5,True,0.0
1780104,7,2,1,1,5,True,0.0
1780104,10,4,2,1,5,True,0.0
1780104,12,5,3,1,5,True,0.0
1780103,3,2,1,0,5,True,0.0
1780103,4,6,1,1,5,True,0.0
1780103,6,10,1,2,5,True,0.0
1780103,9,12,2,2,5,True,0.0
1780102,2,4,0,1,5,False,0.0
1780102,3,6,0,2,5,False,0.0
1780101,0,1,0,1,5,False,0.0
1780101,1,4,0,2,5,False,0.0
2050203,1,2,0,1,7,False,-0.2
2050203,1,4,0,2,7,False,-0.2
2050203,3,5,1,2,7,False,-0.2
2050203,4,5,2,2,7,False,-0.2
2050203,6,6,3,2,7,False,-0.2
2050203,8,9,3,3,7,False,-0.2
2050202,0,4,0,1,7,True,-0.2
2050202,3,6,1,1,7,True,-0.2
2050202,6,10,1,2,7,True,-0.2
2050202,8,11,2,2,7,True,-0.2
2050202,10,12,3,2,7,True,-0.2
2050202,12,13,4,2,7,True,-0.2
2050201,3,1,1,0,7,True,0.5
2050201,6,2,2,0,7,True,0.5
2050201,9,4,3,0,7,True,0.5
2660130,0,4,0,1,5,False,0.0
2660130,2,7,0,2,5,False,0.0
2660129,1,6,0,1,5,True,0.5
2660129,4,10,0,2,5,True,0.5
2660129,6,11,1,2,5,True,0.5
2660129,8,11,2,2,5,True,0.5
2660128,2,1,1,0,5,True,-0.2
2660128,4,4,1,1,5,True,-0.2
2660128,6,5,2,1,5,True,-0.2
2660128,10,7,3,1,5,True,-0.2
2050128,2,0,1,0,5,False,0.0
2050128,3,2,1,1,5,False,0.0
2050128,5,7,1,2,5,False,0.0
2050128,8,9,2,2,5,False,0.0
2050127,0,5,0,1,5,False,-1.0
2050127,1,8,0,2,5,False,-1.0
2050127,4,10,1,2,5,False,-1.0
2050127,6,13,1,3,5,False,-1.0
2050126,0,3,0,1,5,False,0.0
2050126,0,4,0,2,5,False,0.0
2050125,0,6,0,1,5,False,0.0
2050125,1,6,1,1,5,False,0.0
2050125,1,7,1,2,5,False,0.0
2050125,3,11,1,3,5,False,0.0
2660127,3,2,1,0,5,True,-0.5
2660127,5,3,2,0,5,True,-0.5
2660126,5,2,1,0,5,False,-0.2
2660126,8,6,1,1,5,False,-0.2
2660126,9,8,1,2,5,False,-0.2
2660126,13,11,2,2,5,False,-0.2
2660125,0,9,0,1,5,False,-1.0
2660125,1,18,0,2,5,False,-1.0
2050124,1,3,0,1,5,True,0.0
2050124,4,3,1,1,5,True,0.0
2050124,7,5,2,1,5,True,0.0
2050124,10,7,3,1,5,True,0.0
2050123,3,4,0,1,5,False,0.0
2050123,4,6,0,2,5,False,0.0
2050123,5,6,1,2,5,False,0.0
2050123,7,7,2,2,5,False,0.0
2050122,0,2,0,1,5,False,0.0
2050122,1,4,0,2,5,False,0.0
2050121,2,3,0,1,5,False,0.0
2050121,4,6,0,2,5,False,0.0
2660124,0,5,0,1,5,False,-1.0
2660124,3,10,0,2,5,False,-1.0
2660123,0,8,0,1,5,False,-1.0
2660123,1,14,0,2,5,False,-1.0
2660122,1,3,0,1,5,False,-0.2
2660122,3,6,0,2,5,False,-0.2
2480115,2,1,1,0,5,False,1.0
2480115,3,4,1,1,5,False,1.0
2480115,5,8,1,2,5,False,1.0
2480115,6,11,1,3,5,False,1.0
2480114,0,2,0,1,5,True,0.0
2480114,5,5,1,1,5,True,0.0
2480114,8,6,2,1,5,True,0.0
2480114,13,7,3,1,5,True,0.0
2480113,1,4,0,1,5,False,0.0
2480113,1,5,0,2,5,False,0.0
2480113,4,6,1,2,5,False,0.0
2480113,7,8,2,2,5,False,0.0
1770105,0,1,0,1,7,True,0.0
1770105,4,4,1,1,7,True,0.0
1770105,6,4,2,1,7,True,0.0
1770105,8,4,3,1,7,True,0.0
1770105,9,6,3,2,7,True,0.0
1770105,9,10,3,3,7,True,0.0
1770104,4,2,1,0,7,True,-0.2
1770104,11,4,2,0,7,True,-0.2
1770104,16,5,3,0,7,True,-0.2
1770103,3,1,1,0,7,True,0.2
1770103,6,3,2,0,7,True,0.2
1770103,9,3,3,0,7,True,0.2
1770103,9,5,3,1,7,True,0.2
1770103,10,7,3,2,7,True,0.2
1770103,13,8,4,2,7,True,0.2
1770102,0,5,0,1,7,True,0.5
1770102,1,8,0,2,7,True,0.5
1770102,4,9,1,2,7,True,0.5
1770102,6,10,2,2,7,True,0.5
1770102,9,10,3,2,7,True,0.5
1770102,13,13,4,2,7,True,0.5
1770101,0,1,0,1,7,True,0.0
1770101,5,3,1,1,7,True,0.0
1770101,9,3,2,1,7,True,0.0
1770101,11,4,3,1,7,True,0.0
1760105,1,2,0,1,7,True,1.0
1760105,2,5,0,2,7,True,1.0
1760105,3,5,1,2,7,True,1.0
1760105,4,5,2,2,7,True,1.0
1760105,6,6,3,2,7,True,1.0
1760105,10,8,4,2,7,True,1.0
1760104,2,6,0,1,7,False,0.0
1760104,3,9,0,2,7,False,0.0
1760104,4,13,0,3,7,False,0.0
1760104,7,14,1,3,7,False,0.0
1760104,10,14,2,3,7,False,0.0
1760104,10,20,2,4,7,False,0.0
1760103,1,0,1,0,7,False,0.8
1760103,2,3,1,1,7,False,0.8
1760103,3,5,1,2,7,False,0.8
1760103,4,5,2,2,7,False,0.8
1760103,5,7,2,3,7,False,0.8
1760103,5,8,2,4,7,False,0.8
1760102,2,3,0,1,7,True,1.0
1760102,5,3,1,1,7,True,1.0
1760102,7,6,1,2,7,True,1.0
1760102,8,11,1,3,7,True,1.0
1760102,10,12,2,3,7,True,1.0
1760102,13,14,3,3,7,True,1.0
1760101,2,3,0,1,7,False,0.3333333333333333
1760101,4,6,0,2,7,False,0.3333333333333333
1760101,5,8,0,3,7,False,0.3333333333333333
1760101,11,9,1,3,7,False,0.3333333333333333
2050120,1,3,0,1,5,True,0.0
2050120,3,6,0,2,5,True,0.0
2050120,5,6,1,2,5,True,0.0
2050120,10,6,2,2,5,True,0.0
2050119,5,2,1,0,5,True,0.0
2050119,7,3,2,0,5,True,0.0
2050119,8,6,2,1,5,True,0.0
2050119,11,8,3,1,5,True,0.0
2050118,0,2,0,1,5,True,0.0
2050118,2,5,0,2,5,True,0.0
2050118,4,6,1,2,5,True,0.0
2050118,9,8,2,2,5,True,0.0
2050117,1,3,0,1,5,False,0.0
2050117,2,7,0,2,5,False,0.0
2660121,3,4,0,1,5,True,1.0
2660121,10,5,1,1,5,True,1.0
2660121,13,10,1,2,5,True,1.0
2660121,17,11,2,2,5,True,1.0
2660120,3,1,1,0,5,True,1.0
2660120,6,5,1,1,5,True,1.0
2660120,8,5,2,1,5,True,1.0
2660120,13,7,3,1,5,True,1.0
2660119,0,2,0,1,5,False,-0.5
2660119,4,5,1,1,5,False,-0.5
2660119,5,7,1,2,5,False,-0.5
2660119,5,14,1,3,5,False,-0.5
1810206,1,2,0,1,7,True,-1.0
1810206,2,4,0,2,7,True,-1.0
1810206,2,6,0,3,7,True,-1.0
1810206,5,7,1,3,7,True,-1.0
1810206,11,8,2,3,7,True,-1.0
1810206,14,9,3,3,7,True,-1.0
1810205,3,1,0,1,7,False,0.2
1810205,8,4,0,2,7,False,0.2
1810205,10,7,0,3,7,False,0.2
1810205,12,10,0,4,7,False,0.2
1810205,13,12,0,5,7,False,0.2
1810205,16,13,0,6,7,False,0.2
1810204,3,4,0,1,7,False,1.0
1810204,5,7,0,2,7,False,1.0
1810204,5,8,0,3,7,False,1.0
1810204,9,11,1,3,7,False,1.0
1810203,0,3,0,1,7,True,1.0
1810203,1,7,0,2,7,True,1.0
1810203,1,8,0,3,7,True,1.0
1810203,3,9,1,3,7,True,1.0
1810203,7,9,2,3,7,True,1.0
1810203,9,9,3,3,7,True,1.0
1810202,1,0,0,1,7,True,0.2
1810202,3,0,0,2,7,True,0.2
1810202,6,4,0,3,7,True,0.2
1810202,8,5,0,4,7,True,0.2
1810202,8,6,0,5,7,True,0.2
1810202,8,9,0,6,7,True,0.2
1810201,2,1,1,0,7,True,1.0
1810201,6,3,2,0,7,True,1.0
1810201,9,5,3,0,7,True,1.0
2050116,0,2,0,1,5,True,0.0
2050116,2,2,1,1,5,True,0.0
2050116,3,2,2,1,5,True,0.0
2050116,6,3,3,1,5,True,0.0
2050115,2,1,1,0,5,True,0.0
2050115,6,6,1,1,5,True,0.0
2050115,9,8,2,1,5,True,0.0
2050115,11,11,2,2,5,True,0.0
2050114,2,1,1,0,5,True,0.0
2050114,4,2,2,0,5,True,0.0
2050113,0,2,0,1,5,True,0.0
2050113,1,2,1,1,5,True,0.0
2050113,3,3,2,1,5,True,0.0
2050113,6,7,2,2,5,True,0.0
2660118,4,6,0,1,5,False,-1.0
2660118,7,10,0,2,5,False,-1.0
2660118,11,13,1,2,5,False,-1.0
2660118,12,17,1,3,5,False,-1.0
2660117,2,1,1,0,5,False,-0.5
2660117,3,5,1,1,5,False,-0.5
2660117,4,7,1,2,5,False,-0.5
2660117,7,9,2,2,5,False,-0.5
2660116,1,0,1,0,5,True,-0.5
2660116,5,3,2,0,5,True,-0.5
2660116,5,6,2,1,5,True,-0.5
2660116,5,7,2,2,5,True,-0.5
1820210,5,0,1,0,7,True,0.0
1820210,6,3,1,1,7,True,0.0
1820210,7,3,2,1,7,True,0.0
1820210,10,5,3,1,7,True,0.0
1820209,4,3,1,0,7,False,0.2
1820209,5,5,1,1,7,False,0.2
1820209,8,7,2,1,7,False,0.2
1820209,9,9,2,2,7,False,0.2
1820209,12,13,2,3,7,False,0.2
1820209,12,15,2,4,7,False,0.2
1820208,2,3,0,1,7,False,-0.2
1820208,2,4,0,2,7,False,-0.2
1820208,2,6,0,3,7,False,-0.2
1820208,5,8,1,3,7,False,-0.2
1820208,9,8,2,3,7,False,-0.2
1820208,12,8,3,3,7,False,-0.2
1750205,3,1,1,0,7,True,-0.09090909090909091
1750205,4,4,1,1,7,True,-0.09090909090909091
1750205,6,5,2,1,7,True,-0.09090909090909091
1750205,7,7,2,2,7,True,-0.09090909090909091
1750205,9,8,3,2,7,True,-0.09090909090909091
1750205,10,10,3,3,7,True,-0.09090909090909091
1820207,3,1,1,0,7,True,-0.2
1820207,8,1,2,0,7,True,-0.2
1820207,10,2,3,0,7,True,-0.2
1820207,10,5,3,1,7,True,-0.2
1750204,3,2,1,0,7,True,0.5
1750204,5,7,1,1,7,True,0.5
1750204,7,8,2,1,7,True,0.5
1750204,8,8,3,1,7,True,0.5
1750203,1,0,1,0,7,True,-0.23809523809523808
1750203,1,1,1,1,7,True,-0.23809523809523808
1750203,3,2,2,1,7,True,-0.23809523809523808
1750203,6,3,3,1,7,True,-0.23809523809523808
1750202,1,5,0,1,7,True,0.5
1750202,3,6,1,1,7,True,0.5
1750202,6,8,2,1,7,True,0.5
1750202,9,9,3,1,7,True,0.5
1750202,10,12,3,2,7,True,0.5
1750202,13,14,4,2,7,True,0.5
1750201,5,1,1,0,7,False,0.05263157894736842
1750201,7,4,1,1,7,False,0.05263157894736842
1750201,8,6,1,2,7,False,0.05263157894736842
1750201,8,8,1,3,7,False,0.05263157894736842
1810128,2,3,0,1,5,True,0.0
1810128,3,5,0,2,5,True,0.0
1810128,5,5,1,2,5,True,0.0
1810128,8,7,2,2,5,True,0.0
1810127,4,2,1,0,5,True,0.0
1810127,13,2,2,0,5,True,0.0
1810126,2,5,0,1,5,False,0.0
1810126,2,6,0,2,5,False,0.0
1810125,5,0,1,0,5,True,0.0
1810125,9,2,2,0,5,True,0.0
1810124,3,2,1,0,5,True,0.0
1810124,4,2,2,0,5,True,0.0
1810123,4,1,1,0,5,True,0.0
1810123,4,4,1,1,5,True,0.0
1810123,6,4,2,1,5,True,0.0
1810123,7,4,3,1,5,True,0.0
1740206,0,2,0,1,7,False,-0.28
1740206,1,6,0,2,7,False,-0.28
1740206,3,9,0,3,7,False,-0.28
1820206,2,0,1,0,7,True,0.5
1820206,3,0,2,0,7,True,0.5
1820206,4,3,2,1,7,True,0.5
1820206,6,6,2,2,7,True,0.5
1820205,5,4,1,0,7,True,0.2
1820205,6,6,1,1,7,True,0.2
1820205,10,8,2,1,7,True,0.2
1820205,13,12,2,2,7,True,0.2
1740205,1,0,1,0,7,True,0.45454545454545453
1740205,4,1,2,0,7,True,0.45454545454545453
1740205,5,1,3,0,7,True,0.45454545454545453
1820204,1,2,0,1,7,True,-0.2
1820204,4,3,1,1,7,True,-0.2
1820204,8,4,2,1,7,True,-0.2
1820204,8,7,2,2,7,True,-0.2
1820204,13,8,3,2,7,True,-0.2
1820204,15,11,3,3,7,True,-0.2
1740204,0,2,0,1,7,False,-0.30434782608695654
1740204,3,6,0,2,7,False,-0.30434782608695654
1740204,5,10,0,3,7,False,-0.30434782608695654
1820203,0,1,0,1,7,True,0.5555555555555556
1820203,3,2,1,1,7,True,0.5555555555555556
1820203,4,4,1,2,7,True,0.5555555555555556
1820203,8,5,2,2,7,True,0.5555555555555556
1820203,12,5,3,2,7,True,0.5555555555555556
1820203,14,6,4,2,7,True,0.5555555555555556
1740203,4,5,0,1,7,False,0.14285714285714285
1740203,4,6,0,2,7,False,0.14285714285714285
1740203,4,7,0,3,7,False,0.14285714285714285
1740202,1,0,1,0,7,False,0.17647058823529413
1740202,2,2,1,1,7,False,0.17647058823529413
1740202,4,5,1,2,7,False,0.17647058823529413
1740202,4,6,1,3,7,False,0.17647058823529413
1740202,6,7,2,3,7,False,0.17647058823529413
1740202,7,9,2,4,7,False,0.17647058823529413
1820202,3,2,1,0,7,True,0.5
1820202,5,3,2,0,7,True,0.5
1820202,8,3,3,0,7,True,0.5
1740201,2,1,1,0,7,True,-0.5
1740201,3,1,2,0,7,True,-0.5
1740201,7,4,3,0,7,True,-0.5
1820201,4,2,1,0,7,True,1.0
1820201,5,6,1,1,7,True,1.0
1820201,6,6,2,1,7,True,1.0
1820201,9,7,3,1,7,True,1.0
1720128,4,1,1,0,5,True,0.0
1720128,5,3,1,1,5,True,0.0
1720128,5,4,1,2,5,True,0.0
1720128,8,5,2,2,5,True,0.0
1720127,3,0,1,0,5,False,0.0
1720127,4,0,2,0,5,False,0.0
1720127,5,2,2,1,5,False,0.0
1720127,6,6,2,2,5,False,0.0
1720126,4,3,1,0,5,False,0.0
1720126,5,7,1,1,5,False,0.0
1720126,8,7,2,1,5,False,0.0
1720126,9,10,2,2,5,False,0.0
1720125,2,5,0,1,5,True,-0.09090909090909091
1720125,5,7,1,1,5,True,-0.09090909090909091
1720125,6,11,1,2,5,True,-0.09090909090909091
1720125,10,12,2,2,5,True,-0.09090909090909091
1730128,2,3,0,1,5,True,0.0
1730128,5,5,1,1,5,True,0.0
1730128,9,5,2,1,5,True,0.0
1730128,12,7,3,1,5,True,0.0
1730127,2,3,0,1,5,False,0.0
1730127,3,5,0,2,5,False,0.0
1730127,5,6,1,2,5,False,0.0
1730127,6,6,2,2,5,False,0.0
1730126,2,3,0,1,5,False,0.0
1730126,3,5,0,2,5,False,0.0
1730125,3,2,1,0,5,True,0.5
1730125,5,3,2,0,5,True,0.5
2050112,1,7,0,1,5,False,0.0
2050112,3,10,0,2,5,False,0.0
2050111,0,3,0,1,5,False,0.0
2050111,3,5,1,1,5,False,0.0
2050111,3,7,1,2,5,False,0.0
2050111,5,11,1,3,5,False,0.0
2050110,6,0,1,0,5,True,0.0
2050110,7,0,2,0,5,True,0.0
2050109,1,0,1,0,5,True,0.0
2050109,5,1,2,0,5,True,0.0
2660114,2,1,1,0,5,False,0.0
2660114,4,6,1,1,5,False,0.0
2660114,5,11,1,2,5,False,0.0
2660114,7,15,1,3,5,False,0.0
2660113,1,4,0,1,5,True,0.0
2660113,4,6,1,1,5,True,0.0
2660113,6,6,2,1,5,True,0.0
2660113,7,8,2,2,5,True,0.0
1820128,3,2,1,0,5,True,0.3333333333333333
1820128,7,3,2,0,5,True,0.3333333333333333
1820127,4,3,1,0,5,True,0.0
1820127,7,5,2,0,5,True,0.0
1820126,0,3,0,1,5,False,0.0
1820126,4,4,1,1,5,False,0.0
1820126,4,7,1,2,5,False,0.0
1820126,8,7,2,2,5,False,0.0
1750128,0,1,0,1,5,True,0.0
1750128,3,3,1,1,5,True,0.0
1750128,5,4,2,1,5,True,0.0
1750128,6,4,3,1,5,True,0.0
1820125,2,1,1,0,5,True,0.0
1820125,3,1,2,0,5,True,0.0
1750127,2,3,0,1,5,True,0.3333333333333333
1750127,4,3,1,1,5,True,0.3333333333333333
1750127,7,4,2,1,5,True,0.3333333333333333
1750127,9,5,3,1,5,True,0.3333333333333333
1820124,3,2,1,0,5,True,0.0
1820124,5,5,1,1,5,True,0.0
1820124,11,5,2,1,5,True,0.0
1820124,14,6,3,1,5,True,0.0
1750126,2,1,1,0,5,True,0.0
1750126,5,1,2,0,5,True,0.0
1750126,6,3,2,1,5,True,0.0
1750126,9,5,3,1,5,True,0.0
1820123,0,2,0,1,5,True,0.0
1820123,4,2,1,1,5,True,0.0
1820123,6,3,2,1,5,True,0.0
1820123,8,4,3,1,5,True,0.0
1750125,4,2,1,0,5,True,0.0
1750125,5,5,1,1,5,True,0.0
1750125,6,5,2,1,5,True,0.0
1750125,7,5,3,1,5,True,0.0
1750124,2,0,1,0,5,True,0.0
1750124,3,0,2,0,5,True,0.0
1750124,4,10,2,1,5,True,0.0
1750124,5,10,3,1,5,True,0.0
1810122,2,4,0,1,5,False,0.0
1810122,2,8,0,2,5,False,0.0
1810121,4,1,1,0,5,True,0.0
1810121,9,1,2,0,5,True,0.0
1810120,3,0,1,0,5,True,0.0
1810120,7,2,2,0,5,True,0.0
1810119,2,0,1,0,5,True,0.0
1810119,6,3,2,0,5,True,0.0
1810119,9,7,2,1,5,True,0.0
1810119,16,8,3,1,5,True,0.0
1810118,2,4,0,1,5,False,0.0
1810118,3,7,0,2,5,False,0.0
1810117,3,2,1,0,5,True,0.0
1810117,3,5,1,1,5,True,0.0
1810117,5,6,2,1,5,True,0.0
1810117,10,7,3,1,5,True,0.0
1740128,2,1,1,0,5,False,-0.25925925925925924
1740128,3,7,1,1,5,False,-0.25925925925925924
1740128,4,10,1,2,5,False,-0.25925925925925924
1740128,5,13,1,3,5,False,-0.25925925925925924
1740127,2,1,1,0,5,False,1.0
1740127,3,3,1,1,5,False,1.0
1740127,4,5,1,2,5,False,1.0
1740127,4,7,1,3,5,False,1.0
1740126,1,0,1,0,5,True,-0.5238095238095238
1740126,3,1,2,0,5,True,-0.5238095238095238
1740126,3,2,2,1,5,True,-0.5238095238095238
1740126,7,7,2,2,5,True,-0.5238095238095238
1740125,2,1,1,0,5,True,0.5294117647058824
1740125,3,4,1,1,5,True,0.5294117647058824
1740125,5,5,2,1,5,True,0.5294117647058824
1740125,7,8,2,2,5,True,0.5294117647058824
1740124,3,0,1,0,5,True,-0.30434782608695654
1740124,8,2,2,0,5,True,-0.30434782608695654
1740124,8,3,2,1,5,True,-0.30434782608695654
1740124,9,3,3,1,5,True,-0.30434782608695654
1740123,2,1,1,0,5,True,0.058823529411764705
1740123,5,3,2,0,5,True,0.058823529411764705
1740123,5,4,2,1,5,True,0.058823529411764705
1740123,5,5,2,2,5,True,0.058823529411764705
1720124,3,0,1,0,5,True,0.75
1720124,6,1,2,0,5,True,0.75
1720124,7,3,2,1,5,True,0.75
1720124,11,6,3,1,5,True,0.75
1720123,2,1,1,0,5,True,0.0
1720123,5,3,2,0,5,True,0.0
1720122,2,1,1,0,5,False,-0.42857142857142855
1720122,6,4,2,0,5,False,-0.42857142857142855
1720122,8,8,2,1,5,False,-0.42857142857142855
1720122,9,10,2,2,5,False,-0.42857142857142855
1720121,1,2,0,1,5,False,0.0
1720121,6,2,1,1,5,False,0.0
1720121,8,6,1,2,5,False,0.0
1720121,10,10,1,3,5,False,0.0
1720120,5,1,1,0,5,True,0.0
1720120,6,1,2,0,5,True,0.0
1720119,0,1,0,1,5,False,0.0
1720119,1,3,0,2,5,False,0.0
1730124,1,0,1,0,5,True,0.0
1730124,4,0,2,0,5,True,0.0
1730123,2,0,1,0,5,False,0.0
1730123,2,2,1,1,5,False,0.0
1730123,4,2,2,1,5,False,0.0
1730123,4,3,2,2,5,False,0.0
1730122,1,0,1,0,5,True,0.0
1730122,2,2,1,1,5,True,0.0
1730122,5,4,2,1,5,True,0.0
1730122,6,7,2,2,5,True,0.0
1730121,4,2,1,0,5,False,0.0
1730121,8,2,2,0,5,False,0.0
1730121,10,7,2,1,5,False,0.0
1730121,10,9,2,2,5,False,0.0
1730120,0,1,0,1,5,False,0.0
1730120,0,3,0,2,5,False,0.0
1730119,1,5,0,1,5,True,0.0
1730119,5,6,1,1,5,True,0.0
1730119,7,7,2,1,5,True,0.0
1730119,8,7,3,1,5,True,0.0
2050108,5,1,1,0,5,True,0.0
2050108,8,6,1,1,5,True,0.0
2050108,11,7,2,1,5,True,0.0
2050108,13,7,3,1,5,True,0.0
2050107,1,2,0,1,5,False,-1.0
2050107,3,5,0,2,5,False,-1.0
2050106,1,0,1,0,5,True,0.0
2050106,2,0,2,0,5,True,0.0
2050105,2,1,1,0,5,True,0.0
2050105,5,3,2,0,5,True,0.0
2050105,7,9,2,1,5,True,0.0
2050105,11,10,3,1,5,True,0.0
2470115,1,4,0,1,5,False,0.0
2470115,2,7,0,2,5,False,0.0
2470115,5,9,1,2,5,False,0.0
2470115,6,14,1,3,5,False,0.0
2470114,1,3,0,1,5,False,0.2
2470114,6,7,1,1,5,False,0.2
2470114,8,8,2,1,5,False,0.2
2470114,12,11,3,1,5,False,0.2
